freelancer_id,ability_score,age,years_experience,education_level,city,category,profile_completeness,num_skills,portfolio_items,certifications,total_jobs,success_rate,response_rate,market_demand_score,treatment_propensity,program_participation,hourly_earnings,profile_text
EGY_00011,-0.46341769281246226,40.850781828237686,13.072361225609376,Bachelor's Degree,Fayyum,Customer Support,49.04992411577917,8,8,0,72,72.60886317062915,47.18101337721157,0.38451771322737177,0.5080686934839492,1,24.93124933191458,"I am a dedicated Customer Support specialist with 13 years of experience. I provide reliable and professional support services. I have extensive experience in managing customer inquiries through email, live chat, and phone. I can help with ticket resolution, product information, and issue troubleshooting. My skills include proficiency with CRM systems like Zendesk and Salesforce. I focus on clear communication and effective problem-solving to ensure customer satisfaction. I am ready to assist clients in delivering excellent support."
EGY_00012,-0.46572975357025687,43.655298658233335,13.801127481333022,High School,Cairo,Accounting,39.06190367860564,6,6,0,73,81.7094325702592,61.22831813231218,0.4824199146571505,0.36530624417711466,1,29.49093437067866,"I am an accounting freelancer from Cairo with 14 years of professional experience. I provide comprehensive financial services, including bookkeeping and financial reporting. I have extensive experience in managing accounts payable and receivable, alongside general ledger maintenance. I can help with precise data entry and financial record keeping using tools like QuickBooks and Microsoft Excel. My focus is on delivering reliable and accurate accounting support for your business needs."
EGY_00013,0.24196227156603412,28.862406161369794,8.669457974019073,Bachelor's Degree,Shubra El-Kheima,UI/UX Design,47.65417705714596,9,5,0,43,74.13037025897299,55.76450815789913,0.67505235114581,0.780847450698658,1,31.67250734830587,"I am a professional UI/UX Designer with 9 years of experience dedicated to creating intuitive and effective digital experiences. I provide comprehensive design services, including user research, wireframing, and prototyping. I am proficient in industry-standard tools such as Figma and Adobe XD. I can help clients develop user-centered designs that improve usability and achieve project objectives. My focus is on delivering reliable and functional design solutions for your digital products."
EGY_00014,-1.913280244657798,44.07440363988839,15.687265481276915,Bachelor's Degree,Port Said,Web Development,40.7832395814808,7,5,0,84,62.637667716363836,30.16276351334603,0.8347098014821551,0.06373870901614184,1,20.419644261737808,hello i am from Port Said. i am new web developer. i am very passionate about web work. i like good projects. i will do my best for your nice project. i work hard. i am dedicated and good team player. i think i can help you. i try my best always.
EGY_00015,-1.7249178325130328,20.563675084309605,2.5636750843096046,Bachelor's Degree,Fayyum,Administrative Support,9.656911814275928,5,0,0,0,46.8184949296166,35.066501757595695,0.5842709438944095,0.010341146610207155,0,3.0,Hello. i am from Fayyum. I am new. I want work good. i am very passionate. i dedicated to my client. I will do my best for you. I think i can help administrative support. i am good person. i work hard for your team.
EGY_00016,-0.5622875292409727,46.63413299393689,17.05915816873289,Self-Taught,Suez,SEO Specialist,40.97370131729939,11,8,0,78,80.58800171246985,16.928596752364605,0.7357575890829301,0.30080360268534023,1,28.562396959116043,"I am an SEO Specialist from Suez with 17 years of experience. I provide comprehensive SEO services to improve website visibility and search engine rankings. I have experience in keyword research, on-page optimization, and technical SEO audits. I can help businesses attract more organic traffic and enhance their online presence. I am proficient with tools like Google Analytics and SEMrush. My aim is to deliver reliable and effective SEO solutions for your projects."
EGY_00017,-1.0128311203344238,35.52295603691956,9.09696008833081,Bachelor's Degree,Port Said,Social Media Management,20.1605644580442,6,5,0,43,69.06714429480614,12.908159023945526,0.5923010733407834,0.18672955907933736,0,13.52929354520117,"Hello, i am from Port Said. i wants to help with social media. i am good and nice person. i will work hard and do my best for your project. I think i can help you. i am passionate and dedicated. i will be good team player for your work."
EGY_00018,0.3142473325952739,44.1535286387998,12.664688398054224,Some College,Cairo,SEO Specialist,67.86185643737193,8,8,1,77,87.7380317078742,31.3161331581788,0.8220471123186722,0.7499772499908227,1,36.89601311042081,"I am an SEO Specialist from Cairo with 13 years of experience. I provide professional SEO services to improve search engine rankings and organic visibility. I have extensive experience in keyword research, on-page optimization, and technical SEO. I can help with implementing effective strategies to attract relevant traffic to your website. I am proficient in using standard SEO tools like SEMrush and Google Analytics to analyze performance and identify opportunities. My aim is to deliver reliable and consistent SEO results."
EGY_00019,-0.9080240755212109,32.4741851045856,5.07823171023947,Bachelor's Degree,Giza,Content Writing,36.30840274509847,5,2,2,21,69.91067387642589,33.50460322381515,0.6025665237997578,0.16332675023227894,0,10.411324436353015,"I am a content writing freelancer based in Giza with five years of professional experience. I provide high-quality written content for various platforms. I have experience in blog posts, website content, and article writing. I can help clients improve their online presence through clear and engaging text. My skills include SEO content creation and keyword research. I am proficient in using tools like WordPress. I am reliable and committed to delivering well-researched content that meets project requirements. I look forward to supporting your content needs."
EGY_00020,-1.4123037013352915,38.594486246288795,9.188419861762299,High School,Cairo,Data Entry,30.597185327664974,5,5,0,52,61.00052866352556,4.976628788115903,0.4133655501056247,0.06386062651864563,0,5.096767504929126,"Hello, i am from Cairo. I good at data entry. I am passionate and dedicated. I will work hard and do my best for your projects. I think i can help you with your tasks. I am a team player. I always try my best to finish work nice. I hope you will give me a chance to do some good work."
EGY_00021,1.465648768921554,34.84488514995562,10.64118439199634,Bachelor's Degree,Asyut,Web Development,99.6736546300994,13,9,1,72,77.33246831632991,57.24097205612207,1.0,0.9541666269084661,1,46.0227769513834,"As a top 1% Web Development expert, I architect scalable, ROI-driven solutions for enterprise clients, leveraging cutting-edge technologies like React, Node.js, and AWS. My data-driven approach, often rooted in Agile methodologies, ensures optimal performance and delivering measurable impact. For a recent project, I successfully optimized a complex e-commerce platform, increasing conversions by 40% and reducing operational costs by 25% through strategic backend re-engineering. I specialize in full-stack development, delivering robust and resilient applications through meticulous code quality and comprehensive stakeholder management. My expertise extends to strategic system design and seamless cross-functional collaboration, consistently exceeding client expectations. I am committed to transforming ambitious visions into high-performance digital realities."
EGY_00022,-0.22577630048653566,41.41086469617062,15.06396886416224,Some College,Port Said,Digital Marketing,40.67862873533803,11,5,0,94,87.20177908837275,26.766945719446337,0.7157378870152287,0.49887243459709585,0,24.686852277482004,"I am a Digital Marketing freelancer from Port Said with 15 years of experience. I provide professional digital marketing services to help businesses enhance their online presence. I have extensive experience in areas such as Search Engine Optimization (SEO), Social Media Marketing, and managing paid ad campaigns. I am proficient with tools like Google Analytics. I can help you improve your online visibility, attract more potential customers, and achieve your marketing goals. My focus is on delivering consistent and effective strategies for your business."
EGY_00023,0.06752820468792384,20.612159424978866,0.0,Master's Degree,Port Said,SEO Specialist,68.49868221090419,5,3,0,16,71.47387772051597,58.126069849235314,0.7916240462969931,0.5027379623556142,0,17.06950011495984,"I am an SEO Specialist based in Port Said. I provide foundational SEO services to help businesses improve their online visibility and organic search rankings. I have experience in keyword research, on-page optimization, and using tools like Google Analytics and Google Search Console. I can help with website audits, content optimization, and implementing basic SEO strategies. My focus is on delivering reliable support and steady progress to enhance your digital presence. I am committed to learning and growing with each project."
EGY_00024,-1.4247481862134568,19.93126668769804,1.9312666876980416,Some College,Damietta,UI/UX Design,24.721458062716263,1,1,0,26,68.34297830689108,39.467856199062275,0.8844928641765586,0.08509387628154225,0,13.16929204306974,Hello. i am a new designer from Damietta. i just start in UI/UX Design now. i am very passionate and dedicated. i will work hard for you. i am good team player. i think i can help you with your project. i will try my best to do nice work. i will do my best for good result. i am a good person.
EGY_00025,-0.5443827245251827,25.907303488324686,3.7782599896279327,Bachelor's Degree,Ismailia,Mobile App Development,39.49913455627327,8,1,0,20,71.83720978540467,38.95774670965832,0.8354455026360229,0.276320533191409,0,24.120660211629758,"I am a Mobile App Development freelancer with 4 years of experience. I provide reliable services for creating and improving mobile applications. I have strong experience in developing for both iOS and Android platforms using Swift, Kotlin, and Flutter. I can help with the full app development lifecycle, including initial design implementation, feature development, and ongoing maintenance. My focus is on delivering functional, user-friendly, and stable mobile solutions for your project needs. I am committed to clear communication and efficient project delivery."
EGY_00026,0.11092258970986608,23.105429763622027,3.356843882144315,Some College,Asyut,Social Media Management,78.04559141185399,7,3,0,36,62.222104438230474,22.831657304014254,0.5103806683954114,0.5608531742637487,1,26.053855457656034,"I am a social media management freelancer with 3 years of experience. I provide comprehensive social media services to help businesses maintain an active and engaging online presence. I have experience in content creation, post scheduling, and community engagement across various platforms. I am familiar with tools like Meta Business Suite. My goal is to support your brand's growth through consistent and effective social media activity. I am ready to help manage your social media needs reliably and professionally."
EGY_00027,-1.1509935774223028,45.89707413095046,19.962685735081124,Master's Degree,Fayyum,Video Editing,31.124192566048723,8,10,0,83,79.93156504830733,32.63091842938973,0.6012691764112709,0.14727340796008287,0,19.657082046841463,hello. i am new video editor from Fayyum. i am passionate about make videos. i will work hard for good project. i try my best for you. i think i can help with your nice work. i am dedicated person. i am very hard working. i do my best always. i am team player.
EGY_00028,0.37569801834567196,25.014847595457418,6.0025871890055145,Bachelor's Degree,Suez,Customer Support,41.891756232232595,9,4,0,72,70.59584699464294,59.437767950789606,0.6137253246641683,0.758848190916884,1,25.01961258355412,"I provide professional and reliable customer support services with 6 years of dedicated experience. I have extensive experience in managing customer inquiries through email and live chat, and I am proficient with CRM platforms like Zendesk. I can help with efficient problem resolution, providing accurate product information, and ensuring a positive customer experience. My focus is on clear communication and effective solutions to support your clients and enhance satisfaction. I am committed to delivering consistent, high-quality service."
EGY_00029,-0.600638689918805,49.227688186212205,18.19955161591566,Professional Certificate,Mansoura,Digital Marketing,43.809607532481046,9,7,0,104,78.04072512386014,54.953235729559566,0.8319768069475488,0.6514764709603443,1,27.75628951663146,"I am a Digital Marketing freelancer based in Mansoura, offering 18 years of experience in the field. I provide professional digital marketing services aimed at helping businesses succeed online. I have extensive experience in Search Engine Optimization (SEO), Social Media Marketing (SMM), and Content Strategy. I am proficient with tools like Google Analytics. I can help clients improve their online visibility, drive targeted traffic, and engage their audience effectively. My focus is on delivering consistent and reliable digital marketing support."
EGY_00030,-0.2916937497932768,28.78066533667542,4.686014751174676,Master's Degree,Tanta,Administrative Support,43.8972255014308,8,4,0,28,63.20420150213621,72.80074441217523,0.6210250391117313,0.5733743112811357,0,13.313781092377452,"I am an Administrative Support professional based in Tanta, with 5 years of experience providing reliable assistance. I provide organized and efficient support to individuals and businesses. I have experience in managing schedules, performing accurate data entry, and handling email correspondence. I can help with organizing your daily tasks, streamlining communication, and ensuring smooth operations. My skills include proficiency in Microsoft Office Suite (Word, Excel, Outlook) and efficient calendar management. I am committed to delivering high-quality, timely support. I am ready to assist you with your administrative needs."
EGY_00031,-0.6017066122293969,23.827773302038377,0.0,Bachelor's Degree,Damietta,Administrative Support,44.64535923389765,1,3,0,3,64.26887869477055,59.55699335957249,0.40095997934268374,0.2855134235531352,1,11.735951888515364,"I am an administrative support freelancer ready to assist with your organizational needs. I provide accurate data entry, efficient schedule management, and general administrative support. I am proficient in Microsoft Office Suite and familiar with Google Workspace tools. I am highly organized, detail-oriented, and reliable, committed to delivering quality work. I am eager to apply my skills to help streamline your operations and ensure smooth workflows. I can help with various administrative tasks to support your business effectively."
EGY_00032,1.8522781845089378,43.27035222855933,13.723904698650758,Master's Degree,Ismailia,Content Writing,76.44819483435637,12,15,3,91,86.39526861697487,74.69898615012619,0.6779300472732235,0.9336681220170153,1,47.4970550493699,"As a top 1% Content Strategist, I don't merely produce copy; I architect high-impact, ROI-driven content solutions engineered to elevate brands and achieve quantifiable business objectives. Leveraging a data-driven approach, I meticulously analyze market dynamics and audience insights, translating complex strategies into compelling narratives. My expertise encompasses crafting scalable content frameworks and optimizing user journeys, which has consistently increased organic traffic by an average of 60% and boosted conversion rates by 40% for enterprise clients.

I apply methodologies like the AARRR funnel and COPE (Create Once, Publish Everywhere) framework, ensuring strategic alignment from ideation to distribution. My process involves comprehensive competitive benchmarking and iterative content refinement. I excel in cross-functional collaboration and stakeholder management, seamlessly integrating content initiatives with broader marketing and sales efforts. Let's discuss how my proven ability to deliver measurable impact can accelerate your brand's growth."
EGY_00033,-0.013497224737933921,39.078648816028036,12.224928811961432,Bachelor's Degree,Cairo,Content Writing,71.95298779097864,12,9,0,89,70.18205591144664,45.55941319853416,0.4993712246162055,0.4147820763161435,0,23.67863302246237,"I am a content writer based in Cairo with 12 years of professional experience. I provide high-quality, well-researched content for businesses across various industries. I have extensive experience in SEO content optimization and keyword research. I am also proficient with content management systems like WordPress. I can help clients deliver clear, engaging, and effective written communication to their target audiences. My goal is to produce reliable content that meets project requirements."
EGY_00034,-1.0577109289559004,33.94226292650045,7.5909987015979,High School,Shubra El-Kheima,Data Entry,39.70169445402085,6,7,0,48,70.56533294337088,26.163457408159992,0.42015839606403627,0.1295653193314389,0,11.360442784336616,"Hello, i am from Shubra El-Kheima. i am new to data entry. I am very passionate about work and i good at following instructions. I will try my best to do nice work for you. I think i can help your team. I am dedicated and work hard for project."
EGY_00035,0.822544912103189,35.7716336300042,10.400466243817913,Bachelor's Degree,Tanta,Social Media Management,51.58852740428966,13,9,1,64,95.45549387935037,80.20546738358719,0.7605412405214983,0.8093091159066784,1,35.4859469474248,"I am a social media management freelancer from Tanta with 10 years of experience. I provide comprehensive services including social media strategy, content creation, and community management. I have experience in managing presence across platforms like Facebook, Instagram, and LinkedIn. I can help businesses maintain a consistent online presence and engage with their audience effectively. My work focuses on reliable scheduling and interaction. I utilize tools such as Hootsuite and Canva to support campaign execution. I am dedicated to providing consistent and professional social media support for your brand."
EGY_00036,-1.2208436499710222,41.014456904712446,13.962377908745003,Bachelor's Degree,Damietta,Mobile App Development,32.932813270673215,4,5,0,58,63.45916469686634,37.84873489583434,0.9406424587401042,0.15632022774244902,0,21.908549284528434,hello i am from damietta. i am new to mobile app development. i is passionate about this work. i will work hard. i am very dedicated. i think i can help you with your project. i will do my best for good results. i am good team player. i will try my best always.
EGY_00037,0.2088635950047554,25.31055172260156,3.9366190699447783,Bachelor's Degree,Asyut,Video Editing,45.136655683400946,9,6,0,43,81.19955130940646,61.964526270308845,0.6103073041924088,0.5618422547643206,0,23.783290035181075,"I am a professional video editor based in Asyut with 4 years of experience. I provide high-quality video editing services tailored to various project needs. I have extensive experience in Adobe Premiere Pro and After Effects, ensuring polished and engaging content. I can help with a range of projects including corporate videos, social media content, and promotional clips. My focus is on delivering clear, well-structured videos that effectively convey your message. I am committed to reliable communication and timely delivery."
EGY_00038,-1.9596701238797756,49.88268531381574,17.829606026642526,High School,Cairo,Mobile App Development,18.12780971677383,8,7,0,92,74.95476446762805,17.63066244450233,0.8231947837438709,0.03147092403047517,0,18.28751886782441,hello i am from Cairo. i am new in Mobile App Development. i like this work. i am very passionate. i will try my best always. i work hard and i think i can help you. i am good team player. i do my best for your project.
EGY_00039,-1.3281860488984305,49.19338118869706,19.05333805715169,Bachelor's Degree,El-Mahalla El-Kubra,Graphic Design,20.972802160855316,5,9,0,102,73.1560575083785,15.448131430571717,0.5505169008630726,0.29230222002279704,0,15.75732037165785,"hello, i am graphic designer from El-Mahalla El-Kubra. i am passionate and dedicated person. i really like design work. i will work hard and do my best for good results. i think i can helps you. i am good team player. i will try my best always. nice work is important to me."
EGY_00040,0.19686123586912352,38.81042196310198,13.370134477000006,Professional Certificate,Asyut,Content Writing,74.02410377009708,9,7,2,78,62.54168949826111,46.35726905633857,0.5774226727284197,0.8461485186103987,1,32.70618932953243,"I am a professional Content Writer based in Asyut with 13 years of experience. I provide clear and engaging written content for a variety of needs. I have extensive experience in crafting articles, blog posts, and website copy. I am proficient in applying SEO best practices and comfortable using platforms like WordPress. I can help clients communicate their messages effectively and reach their target audience. My commitment is to deliver well-researched content consistently and reliably."
EGY_00041,0.7384665799954104,24.385358429732644,1.6504169029538942,Master's Degree,Luxor,Data Entry,54.163152548148936,7,6,0,21,56.51617000504331,54.31767497286053,0.26897961584612695,0.5706495038275556,0,18.613645494726313,"I am a professional data entry freelancer with 2 years of experience. I provide accurate and efficient data entry services to support various business needs. I have experience in managing large datasets and ensuring data integrity. I can help with data input, spreadsheet organization using Microsoft Excel and Google Sheets, and web research. My focus is on delivering high-quality work promptly and with meticulous attention to detail. I am reliable and committed to client satisfaction."
EGY_00042,0.1713682811899705,39.76730375780132,15.882247014173332,Bachelor's Degree,Luxor,Accounting,59.44616773779093,7,9,0,108,80.27163983228256,54.93300587894172,0.5156805951735579,0.4834428112961303,0,28.274254637524336,"I am an experienced Accounting freelancer from Luxor with 16 years in the field. I provide reliable bookkeeping, financial reporting, and payroll services. I have extensive experience using QuickBooks and can help with accurate data entry, reconciliation, and month-end closing. My goal is to ensure your financial records are well-maintained and compliant. I am committed to delivering precise and timely accounting support to businesses."
EGY_00043,-0.11564828238824053,20.310349087333627,1.1890331878316527,Master's Degree,Ismailia,Translation,45.03048154541012,5,4,1,33,66.7065628135437,37.550712276581486,0.36937767846601033,0.373196581907719,0,13.932686847918166,"I am a professional translator from Ismailia with 1 year of experience. I provide accurate translation services, ensuring clear and precise communication for your projects.

I have experience in translating various document types, maintaining linguistic accuracy. I am proficient in using CAT tools like SDL Trados Studio and have strong proofreading skills. I can help with your translation needs, ensuring timely delivery and reliable results. My goal is to provide high-quality translations that meet your specific requirements."
EGY_00044,-0.3011036955892888,18.980880070585794,0.6262272882411717,Bachelor's Degree,Port Said,Web Development,33.89931284043277,6,3,0,17,64.03310417285219,46.761303603658,0.7681332771971341,0.42983921572725636,1,26.30214479732344,"I am a Web Developer based in Port Said with 1 year of professional experience. I provide reliable web development services, specializing in front-end solutions. I have experience in building responsive websites using HTML, CSS, and JavaScript. I can help with developing new website features, maintaining existing interfaces, and ensuring user-friendly designs. My focus is on delivering functional, clean code that meets project specifications. I am committed to providing quality work and assisting clients with their development needs."
EGY_00045,-1.4785219903674274,26.245852432358838,6.363940305928417,High School,Luxor,Web Development,29.798663173483657,3,3,0,40,51.029097019963395,49.92333143091615,0.9852805900556775,0.07884878568439033,0,16.834031208886493,hello i am from Luxor. i want be web developer. i am passionate and dedicated. i work hard and will work very hard. i will do my best for your nice project. i think i can help you. i will try very good work. i am good team player.
EGY_00046,-0.7198442083947086,32.80393461565812,9.348793031921877,Some College,Ismailia,Accounting,43.209255244936436,7,7,0,53,64.97455334103512,16.267445356206473,0.6241394091501988,0.2965381131798513,0,15.686617411916076,"I am an Accounting freelancer based in Ismailia with 9 years of experience. I provide reliable accounting and bookkeeping services for businesses. I have experience in financial reporting, general ledger management, and using accounting software such as QuickBooks. I can help with accurate data entry and ensuring financial compliance. My goal is to support clients with their financial operations professionally. I am committed to delivering consistent and high-quality work."
EGY_00047,-0.4606387709597875,45.78472017306818,18.577105371667397,Master's Degree,Aswan,Translation,48.67668376314833,10,9,0,86,82.99941954836814,12.718795869137324,0.5211152161268031,0.426085973728163,0,19.73149759775743,"I am a professional translator from Aswan with 19 years of experience. I provide accurate and reliable translation services. I have extensive experience in translating various document types, ensuring high quality and timely delivery. I can help with English to Arabic and Arabic to English translations. My skills include proficiency in CAT tools like SDL Trados and MemoQ. I focus on delivering precise and culturally appropriate translations to meet client needs. I am committed to clear communication and professional service for all projects."
EGY_00048,1.0571222262189157,41.26941023252186,14.535894469916762,Bachelor's Degree,Alexandria,SEO Specialist,39.634641847874306,11,7,0,81,90.62515986345774,81.37417444390385,0.7064768789619631,0.8766663603961803,1,35.937645133475826,"As a top 1% SEO Specialist from Alexandria, Egypt, I don't just optimize; I architect strategic, scalable solutions designed to dominate SERPs and deliver tangible ROI. Leveraging a rigorous data-driven approach, I specialize in dissecting complex digital ecosystems, implementing robust technical SEO audits aligned with Google’s E-E-A-T guidelines, and executing sophisticated content strategies. My expertise extends to enterprise-level challenges, where I consistently achieve significant impact through meticulous stakeholder management and seamless cross-functional collaboration. For instance, I've increased client conversions by 40% and reduced acquisition costs by 25%, translating directly into enhanced profitability. My methodology ensures sustained organic growth, transforming search visibility into measurable business success."
EGY_00049,0.3436182895684614,41.76660867839939,13.035090457758761,Bachelor's Degree,Zagazig,Mobile App Development,42.80581720683601,8,5,0,89,84.2978886916731,32.16902260433723,0.8698895672349175,0.7778343536026436,1,40.56674020869649,"I am a mobile app developer with 13 years of experience. I provide professional mobile application development services for iOS and Android platforms. I have extensive experience in native development using Swift, Kotlin, and with cross-platform frameworks like Flutter. I can help with building new applications, maintaining existing ones, and ensuring high-quality performance. My focus is on delivering reliable and functional mobile solutions that meet your business needs."
EGY_00050,-1.763040155362734,31.61578670233841,8.89247907181525,Some College,Fayyum,Translation,33.12994485977784,5,4,0,53,55.467987800110244,23.142438632260387,0.5960328390011183,0.07611640024965134,0,8.503719966246997,Hello. i am from Fayyum. i want to do translation work. i am new. i am good person. i work hard. i very passionate. i will try my best for you. i think i can help nice. i am dedicated. i do my best for your project. i want good work.
EGY_00051,0.324083969394795,29.069919761502813,4.354499442260364,Self-Taught,Shubra El-Kheima,Data Entry,45.625189914834,4,4,0,45,56.37877166460274,63.01620285233485,0.4353316707251694,0.6545516975217821,1,19.40449734569621,"I am a dedicated Data Entry freelancer with 4 years of experience. I provide accurate and efficient data entry services to support your business. I have experience in various data tasks, including data transcription, web research, and database management. I am proficient in Microsoft Excel and Google Sheets, ensuring organized and precise data handling. I can help with organizing information, populating spreadsheets, and data integrity. My goal is to deliver reliable and high-quality work promptly. I am committed to accuracy and confidentiality."
EGY_00052,-0.38508228041631654,29.873240415507286,7.341063660857418,Professional Certificate,Zagazig,Video Editing,46.25320629685636,6,2,0,47,65.5002801573688,44.49062010494261,0.4663224121724752,0.1998632925759631,0,23.71307384381322,"I am a video editor based in Zagazig with 7 years of professional experience. I provide high-quality video editing services for a range of projects. I have experience in using Adobe Premiere Pro, After Effects, and DaVinci Resolve. I can help with everything from raw footage assembly to final color correction and sound editing, delivering polished results. My goal is to deliver reliable and effective video content that meets your project requirements."
EGY_00053,-0.6769220003059587,49.60478603955385,18.896411642443386,Self-Taught,Zagazig,Translation,27.265923043122765,12,10,0,110,81.39461479624629,40.77761781127488,0.30569163781510467,0.604863088554164,1,23.543267826758584,"I am a professional translator based in Zagazig with 19 years of experience in the field. I provide accurate and reliable translation services for various document types. I have extensive experience in areas such as legal, marketing, and technical translations. I can help with ensuring your content is accurately conveyed across languages. My work involves using industry-standard tools like Trados and MemoQ. I am committed to delivering clear and precise linguistic solutions for your projects."
